"SRO ID", "@when", "@notBefore", "@notAfter", "Date"
"SRO228", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO229", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO230", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO231", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO232", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO234", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO235", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO236", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO237", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO238", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO239", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO240", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO241", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO242", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO243", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO244", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO245", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO246", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO247", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO248", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO249", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO250", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO251", "", "1562-07-22", "1563-07-22", "22 July 1562–22 July 1563."
"SRO252", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO253", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO254", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO255", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO256", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO257", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO258", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO259", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO260", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO261", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO262", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO263", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO264", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO265", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO266", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO267", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO268", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO269", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO270", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO271", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO272", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO273", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO274", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO275", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO276", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO277", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO278", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO279", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO280", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO281", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO282", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO283", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO284", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO285", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO286", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO287", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO288", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO289", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO290", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO291", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO292", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO293", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO294", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO295", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO296", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO297", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO298", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO299", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO300", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO301", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO302", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO303", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO304", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO305", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO306", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO307", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO308", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO309", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO310", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO311", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO312", "", "1563-07-22", "1564-07-22", "22 July 1563–22 July 1564."
"SRO313", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO314", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO315", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO316", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO317", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO318", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO319", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO320", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO321", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO322", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO323", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO324", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO325", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO326", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO327", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO328", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO329", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO330", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO331", "", "1564-07-22", "1564-09-04", "22 July 1564–04 September 1564."
"SRO331a", "1564-09-04", "", "", "The iiijth Daye of septembre 1564"
"SRO332", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO333", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO334", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO335", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO336", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO337", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO338", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO339", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO340", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO341", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO342", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO343", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO344", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO345", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO346", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO347", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO348", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO349", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO350", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO351", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO352", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO353", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO354", "", "1564-09-04", "1565-10-27", "04 September 1564–27 October 1564."
"SRO355", "1564-10-27", "", "", "xxvij Daye of octobre anno 1564"
"SRO356", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO357", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO358", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO359", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO360", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO361", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO362", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO363", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO364", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO365", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO366", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO367", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO368", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO369", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO370", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO371", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO372", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO373", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO374", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO375", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO376", "", "1564-10-27", "1565-07-22", "27 October 1564–22 July 1565."
"SRO377", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO378", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO379", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO380", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO381", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO382", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO383", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO384", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO385", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO386", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO387", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO389", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO390", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO391", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO392", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO393", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO394", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO395", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO396", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO397", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO398", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO399", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO400", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO401", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO402", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO403", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO404", "", "1564-03-07", "1565-04-21", "07 March 1564–21 April 1565."
"SRO405", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO406", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO407", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO408", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO409", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO410", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO411", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO412", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO413", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO414", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO415", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO416", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO417", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO418", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO419", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO420", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO421", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO422", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO423", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO424", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO425", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO426", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO427", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO428", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO429", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO430", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO431", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO432", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO433", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO434", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO435", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO436", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO437", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO438", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO439", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO440", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO441", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO442", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO443", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO444", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO445", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO446", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO447", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO448", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO449", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO450", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO451", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO452", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO453", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO454", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO455", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO456", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO457", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO458", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO459", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO460", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO461", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO462", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO463", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO464", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO465", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO466", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO467", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO468", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO469", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO470", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO471", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO472", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO473", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO474", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO475", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO476", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO477", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO478", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO479", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO480", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO481", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO482", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO483", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO484", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO485", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO486", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO487", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO488", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO489", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO490", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO491", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO492", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO493", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO494", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO495", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO496", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO497", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO498", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO499", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO500", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO501", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO502", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO503", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO504", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO505", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO506", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO507", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO508", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO509", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO510", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO511", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO512", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO513", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO514", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO515", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO516", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO517", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO518", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO519", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO520", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO521", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO522", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO523", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO524", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO525", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO526", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO527", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO528", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO529", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO530", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO531", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO532", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO533", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO534", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO535", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO536", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO537", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO538", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO539", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO540", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO541", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO542", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO543", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO544", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO545", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO546", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO547", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO548", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO549", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO550", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO551", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO552", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO553", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO554", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO555", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO556", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO557", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO558", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO559", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO560", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO561", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO562", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO563", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO564", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO565", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO566", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO567", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO568", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO569", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO570", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO571", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO572", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO573", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO574", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO575", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO576", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
"SRO577", "", "1565-07-22", "1566-07-22", "22 July 1565–22 July 1566."
